"","COUNTRY","NAME_1","NAME_2","MAIZ_curr_usd_l_ph_h_hp","SORG_curr_usd_l_ph_h_hp","BEAN_curr_usd_l_ph_h_hp","CHIC_curr_usd_l_ph_h_hp","LENT_curr_usd_l_ph_h_hp","WHEA_curr_usd_l_ph_h_hp","BARL_curr_usd_l_ph_h_hp","ACOF_curr_usd_l_ph_h_hp","RCOF_curr_usd_l_ph_h_hp","PMIL_curr_usd_l_ph_h_hp","SMIL_curr_usd_l_ph_h_hp","POTA_curr_usd_l_ph_h_hp","SWPO_curr_usd_l_ph_h_hp","CASS_curr_usd_l_ph_h_hp","COWP_curr_usd_l_ph_h_hp","PIGE_curr_usd_l_ph_h_hp","SOYB_curr_usd_l_ph_h_hp","GROU_curr_usd_l_ph_h_hp","SUGC_curr_usd_l_ph_h_hp","COTT_curr_usd_l_ph_h_hp","COCO_curr_usd_l_ph_h_hp","TEAS_curr_usd_l_ph_h_hp","TOBA_curr_usd_l_ph_h_hp","MAIZ_curr_usd_l_ph_l_hp","SORG_curr_usd_l_ph_l_hp","BEAN_curr_usd_l_ph_l_hp","CHIC_curr_usd_l_ph_l_hp","LENT_curr_usd_l_ph_l_hp","WHEA_curr_usd_l_ph_l_hp","BARL_curr_usd_l_ph_l_hp","ACOF_curr_usd_l_ph_l_hp","RCOF_curr_usd_l_ph_l_hp","PMIL_curr_usd_l_ph_l_hp","SMIL_curr_usd_l_ph_l_hp","POTA_curr_usd_l_ph_l_hp","SWPO_curr_usd_l_ph_l_hp","CASS_curr_usd_l_ph_l_hp","COWP_curr_usd_l_ph_l_hp","PIGE_curr_usd_l_ph_l_hp","SOYB_curr_usd_l_ph_l_hp","GROU_curr_usd_l_ph_l_hp","SUGC_curr_usd_l_ph_l_hp","COTT_curr_usd_l_ph_l_hp","COCO_curr_usd_l_ph_l_hp","TEAS_curr_usd_l_ph_l_hp","TOBA_curr_usd_l_ph_l_hp","MAIZ_curr_usd_h_ph_h_hp","SORG_curr_usd_h_ph_h_hp","BEAN_curr_usd_h_ph_h_hp","CHIC_curr_usd_h_ph_h_hp","LENT_curr_usd_h_ph_h_hp","WHEA_curr_usd_h_ph_h_hp","BARL_curr_usd_h_ph_h_hp","ACOF_curr_usd_h_ph_h_hp","RCOF_curr_usd_h_ph_h_hp","PMIL_curr_usd_h_ph_h_hp","SMIL_curr_usd_h_ph_h_hp","POTA_curr_usd_h_ph_h_hp","SWPO_curr_usd_h_ph_h_hp","CASS_curr_usd_h_ph_h_hp","COWP_curr_usd_h_ph_h_hp","PIGE_curr_usd_h_ph_h_hp","SOYB_curr_usd_h_ph_h_hp","GROU_curr_usd_h_ph_h_hp","SUGC_curr_usd_h_ph_h_hp","COTT_curr_usd_h_ph_h_hp","COCO_curr_usd_h_ph_h_hp","TEAS_curr_usd_h_ph_h_hp","TOBA_curr_usd_h_ph_h_hp","MAIZ_curr_usd_h_ph_l_hp","SORG_curr_usd_h_ph_l_hp","BEAN_curr_usd_h_ph_l_hp","CHIC_curr_usd_h_ph_l_hp","LENT_curr_usd_h_ph_l_hp","WHEA_curr_usd_h_ph_l_hp","BARL_curr_usd_h_ph_l_hp","ACOF_curr_usd_h_ph_l_hp","RCOF_curr_usd_h_ph_l_hp","PMIL_curr_usd_h_ph_l_hp","SMIL_curr_usd_h_ph_l_hp","POTA_curr_usd_h_ph_l_hp","SWPO_curr_usd_h_ph_l_hp","CASS_curr_usd_h_ph_l_hp","COWP_curr_usd_h_ph_l_hp","PIGE_curr_usd_h_ph_l_hp","SOYB_curr_usd_h_ph_l_hp","GROU_curr_usd_h_ph_l_hp","SUGC_curr_usd_h_ph_l_hp","COTT_curr_usd_h_ph_l_hp","COCO_curr_usd_h_ph_l_hp","TEAS_curr_usd_h_ph_l_hp","TOBA_curr_usd_h_ph_l_hp","total","MAIZ_curr_usd","SORG_curr_usd","BEAN_curr_usd","CHIC_curr_usd","LENT_curr_usd","WHEA_curr_usd","BARL_curr_usd","ACOF_curr_usd","RCOF_curr_usd","PMIL_curr_usd","SMIL_curr_usd","POTA_curr_usd","SWPO_curr_usd","CASS_curr_usd","COWP_curr_usd","PIGE_curr_usd","SOYB_curr_usd","GROU_curr_usd","SUGC_curr_usd","COTT_curr_usd","COCO_curr_usd","TEAS_curr_usd","TOBA_curr_usd","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"286","Kenya","Vihiga","Hamisi",581842.101266107,44875.6655066076,518753.183957302,0,145.639791579791,0,0,0,0,4120.71576551411,0,457716.32994309,307290.48262332,179228.228687555,8153.256815986,0,548.859550474306,7193.36912440943,470227.369329891,0,0,40971.2898105753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1829298.27979763,155168.356945434,945290.228187859,0,218.459674451818,2848.22959185078,0,0,0,5362.54228198018,0,1060621.98885281,1034549.84772642,736266.367536761,25714.7749400275,0,500.676269801516,40547.0610453554,1518286.97703268,6131.2188346546,0,127825.49331831,20537.1385632587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10130234.1,2411140.38106374,200044.022452042,1464043.41214516,0,364.099466031609,2848.22959185078,0,0,0,9483.25804749429,0,1518338.3187959,1341840.33034974,915494.596224316,33868.0317560135,0,1049.53582027582,47740.4301697648,1988514.34636257,6131.2188346546,0,168796.783128885,20537.1385632587,2621066.49217241,0,7509167.64059929,0,10130234.1,100
"287","Kenya","Vihiga","Luanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7549090.09680217,770690.57997308,2461493.38269718,0,0,0,0,0,0,15448.6352421621,0,535203.841150131,3035506.17146354,3583722.5628563,96119.2460375581,0,5289.61190542973,215440.582852519,4537521.57377563,33213.6382085766,0,0,9699.2327760503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22848439.2,7549090.09680217,770690.57997308,2461493.38269718,0,0,0,0,0,0,15448.6352421621,0,535203.841150131,3035506.17146354,3583722.5628563,96119.2460375581,0,5289.61190542973,215440.582852519,4537521.57377563,33213.6382085766,0,0,9699.2327760503,0,0,22848439.1557403,0,22848439.2,100
"288","Kenya","Vihiga","Sabatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520970.84404558,150352.798234725,1298858.03295825,0,0,0,0,0,0,0,0,705462.902729688,1500487.71142222,704336.076347697,21699.2939767551,0,0,38111.5917643306,2326832.24728827,0,0,47895.844302902,10648.886018062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9325656.2,2520970.84404558,150352.798234725,1298858.03295825,0,0,0,0,0,0,0,0,705462.902729688,1500487.71142222,704336.076347697,21699.2939767551,0,0,38111.5917643306,2326832.24728827,0,0,47895.844302902,10648.886018062,0,0,9325656.22908848,0,9325656.2,100
"289","Kenya","Vihiga","Vihiga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047363.61469383,100853.438788598,485298.365105403,0,0,0,0,0,0,846.826363153898,0,315202.765104088,661450.811208855,524599.409472682,17016.1791119071,0,489.231263421774,33187.5123622622,762515.962098381,5724.57865398675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3954548.7,1047363.61469383,100853.438788598,485298.365105403,0,0,0,0,0,0,846.826363153898,0,315202.765104088,661450.811208855,524599.409472682,17016.1791119071,0,489.231263421774,33187.5123622622,762515.962098381,5724.57865398675,0,0,0,0,0,3954548.69422657,0,3954548.7,100
"298","Kenya","West Pokot","Pokot South",161837.58362375,14420.7381482289,332661.526362229,0,0,13850.0992696651,0,0,0,51221.6048041399,0,7236774.9900832,0,0,0,0,0,0,0,0,0,0,616.406907316042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774294.798263224,63066.330575183,518810.856960365,0,0,15580.6269674434,0,748.501521532164,0,33290.5577682728,0,5793909.20610473,0,0,0,0,0,0,0,0,0,0,1944.34881173925,281886.630063819,15557.9318900083,97975.4666748384,0,0,0,0,392.355683297712,0,9451.3464695416,0,64060.2568386681,5476.15467529032,0,0,0,169.709110413754,472.940590662303,0,0,0,0,586.198398742056,15489057.2,1218019.01195079,93045.0006134202,949447.849997433,0,0,29430.7262371085,0,1140.85720482988,0,93963.5090419543,0,13094744.4530266,5476.15467529032,0,0,0,169.709110413754,472.940590662303,0,0,0,0,3146.95411779734,7811382.94919853,0,7201645.22697249,476028.990395282,15013028.2,96.9
"226","Kenya","Narok","Kilgoris",4511216.69447895,25754.2171721843,116480.561178226,0,0,0,0,0,0,120029.899947411,0,560280.897380146,0,0,0,0,0,25156.0173895795,0,0,0,103088.409772915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13075341.2707031,355017.402588779,703509.411618529,2311.3529045759,2307.61047858442,0,0,15407.8875442347,0,86156.4062898845,6770.30384206262,5336546.8416892,358207.895762979,499145.624118822,1826.5544137461,0,1059.82548475175,17249.9265579117,1923162.08773924,59.1380053042153,0,0,1550.01748584626,1179179.30778696,3583.66606661157,46862.4504428171,0,0,94976.3731717659,3406.78067627982,0,0,236.677807774199,860.040148998675,185792.614223128,5750.65153813362,35.3415119256867,0,0,0,135.234201913686,23397.3765110823,0,0,0,407.80273689172,29392260.6,18765737.272969,384355.285827575,866852.423239572,2311.3529045759,2307.61047858442,94976.3731717659,3406.78067627982,15407.8875442347,0,206422.98404507,7630.34399106129,6082620.35329248,363958.547301113,499180.965630747,1826.5544137461,0,1059.82548475175,42541.1781494048,1946559.46425033,59.1380053042153,0,103088.409772915,1957.82022273798,5462006.69731942,0,22385629.5572275,1544624.31682428,27847636.3,94.7
"148","Kenya","Makueni","Mbooni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7599139.01886627,319089.04044354,4402804.69653186,0,219562.078306325,0,0,91752.6937619672,0,128519.9726446,0,10902.5366296685,891918.33137105,420257.611053427,1590505.72640115,1481845.14997188,0,0,0,425641.288871433,0,0,0,1037331.70831258,61050.3294263544,550257.973636681,0,0,0,0,183.653197677624,0,34345.1080925736,0,0,61458.3227180622,34605.9054537351,216012.540351664,230284.362065182,0,0,0,58231.3369683262,0,0,2122.94474745297,19867822.3,8636470.72717885,380139.369869894,4953062.67016854,0,219562.078306325,0,0,91936.3469596448,0,162865.080737173,0,10902.5366296685,953376.654089112,454863.516507162,1806518.26675281,1712129.51203706,0,0,0,483872.62583976,0,0,2122.94474745297,0,0,17581938.1448532,2285884.18497029,17581938.1,88.5
"136","Kenya","Machakos","Machakos Town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721291.65506499,106837.338780909,3359047.07660845,0,290581.712933353,0,0,119525.003941643,0,0,0,57728.6885313341,160037.450178752,0,260704.762296988,0,0,0,0,2588.74514414619,0,0,0,593466.550577321,16844.3297313538,437292.492519212,0,42809.707416571,0,0,12426.2544388565,0,0,0,8151.8520770669,0,0,28952.8519347727,0,0,0,0,0,0,0,0,8218286.5,3314758.20564231,123681.668512263,3796339.56912766,0,333391.420349924,0,0,131951.258380499,0,0,0,65880.540608401,160037.450178752,0,289657.614231761,0,0,0,0,2588.74514414619,0,0,0,0,0,7078342.43348057,1139944.03869515,7078342.4,86.1
"85","Kenya","Kiambu","Kikuyu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493437.01827922,83.7626119483924,776660.242859002,0,27.828896240962,1072.34721182211,0,201750.938806551,0,0,0,8621528.00750945,143976.453470603,13710.5329734797,0,0,0,0,0,0,0,251467.909180978,0,448431.59090046,222.097841761993,213732.0460552,0,73.7887343170022,2207.9840201866,0,37893.830619244,0,0,0,1215337.23227705,42947.5220291552,3773.61956969153,0,0,0,11.9306071305867,0,0,0,28610.3351375028,0,13496957,1941868.60917968,305.860453710385,990392.288914202,0,101.617630557964,3280.33123200871,0,239644.769425795,0,0,0,9836865.2397865,186923.975499758,17484.1525431712,0,0,0,11.9306071305867,0,0,0,280078.244318481,0,0,0,11503715.0417993,1993241.9777917,11503715,85.2
"10","Kenya","Bomet","Chepalungu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705051.75037027,25688.403227848,721521.532954417,0,0,150154.168624565,6981.27533085758,8733.40900148408,0,36119.0899983568,0,2078455.10303714,545231.767516623,0,0,0,6911.19459204767,1403.35750865022,0,0,0,194380.551138433,248240.584420476,993128.364482837,5239.7166406468,140169.891399759,0,0,801.752296475758,0,859.311243105698,0,8738.57860922748,0,349725.427781057,130441.859398106,0,0,0,1709.60674196391,333.632799847555,0,0,0,35241.8688915714,38600.2520522281,10433862.5,5698180.11485311,30928.1198684948,861691.424354177,0,0,150955.920921041,6981.27533085758,9592.72024458978,0,44857.6686075843,0,2428180.5308182,675673.626914729,0,0,0,8620.80133401158,1736.99030849777,0,0,0,229622.420030004,286840.836472704,0,0,8728872.18772117,1704990.26233683,8728872.2,83.7
"116","Kenya","Kisumu","Seme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697932.1418538,281891.246326926,0,0,0,0,0,0,0,11242.6383710115,0,7780.78488470976,0,1160433.91508377,27393.3651505118,0,1123.34098337564,51390.2378443981,313475.985890784,14327.3418706466,0,0,0,331026.679458925,71848.7400647596,0,0,0,0,0,0,0,1546.1115101844,0,2059.63826796938,0,223041.601979829,9352.42621720465,0,315.681536688079,8649.70321223847,48576.0957974117,2348.32117350233,0,0,0,4265756,2028958.82131272,353739.986391685,0,0,0,0,0,0,0,12788.7498811959,0,9840.42315267913,0,1383475.5170636,36745.7913677164,0,1439.02252006372,60039.9410566366,362052.081688196,16675.663044149,0,0,0,0,0,3566990.99825994,698764.999218712,3566991,83.6
"189","Kenya","Murang'a","Maragwa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2959294.60020511,16341.8250178517,1201052.44053974,0,146.874723761206,0,0,487268.172410066,0,2030.39228863195,0,3489662.33029034,12146182.86206,544726.649571038,29508.3271860849,112899.79007394,316.845516476966,0,0,1357.56186034734,0,117458.526697765,0,816441.879135644,1521.20005893041,283895.171090018,0,154.604972077086,0,0,93498.0087593405,0,0,0,1431568.87038128,1874170.11905337,25795.3169135686,4364.78575425573,3330.61498098924,455.629502644724,0,0,0,0,17437.4297748393,0,25660880.8,3775736.47934075,17863.0250767821,1484947.61162976,0,301.479695838292,0,0,580766.181169407,0,2030.39228863195,0,4921231.20067163,14020352.9811134,570521.966484607,33873.1129403406,116230.40505493,772.47501912169,0,0,1357.56186034734,0,134895.956472605,0,0,0,21108247.1984412,4552633.63037696,21108247.2,82.3
"12","Kenya","Bomet","Sotik",1526022.99054923,16021.7930140339,243913.608530835,0,0,182.758163958439,0,5027.58253076543,0,7065.75324198627,0,710289.342113739,69264.3887400049,0,0,0,359.556743490502,5555.88898227811,0,0,0,240277.228038467,22972.0980260599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4895729.01075137,37695.7691639381,567136.223228708,0,0,2073.33544328344,0,5972.09152737292,0,26237.6743296384,0,2061022.25510012,356896.221218769,0,0,0,3971.39006542266,9942.24656638401,0,0,0,277056.744242682,142314.43000445,887930.607456651,12592.790401509,365362.946271573,0,0,78.3249253265949,0,6441.91108496492,0,11290.3303128674,0,897680.26293378,92901.1697881991,0,0,0,154.095758144528,34.9964451204737,0,0,0,316424.540404391,9845.18567827514,13833737.5,7309682.60875726,66310.352579481,1176412.77803112,0,0,2334.41853256848,0,17441.5851431033,0,44593.757884492,0,3668991.86014764,519061.779746973,0,0,0,4485.04256705769,15533.1319937826,0,0,0,833758.51268554,175131.713708785,2846952.98867485,0,8386047.39164214,2600737.1614608,11233000.4,81.2
"26","Kenya","Busia","Funyula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568593.72244049,235917.732063012,1087063.4153566,0,0,0,0,0,78293.2329560666,39173.6944601411,49049.1107318541,1941.547939317,1551702.48320918,1692568.06908457,27019.2808640539,0,16191.4828604875,71120.782642893,1841675.85385066,27643.0286856622,0,3399.49604468112,185995.676434705,627680.380366318,46016.2120752953,509382.911769582,0,0,0,0,0,134.486689803015,12876.7763049971,0,0,347112.745892568,157302.684048679,9341.00431623178,0,23.0134380840422,13483.4567258193,503177.043496197,25.6300111697279,0,181.195517945421,5556.83960233325,11709643,3196274.10280681,281933.944138307,1596446.32712618,0,0,0,0,0,78427.7196458696,52050.4707651382,49049.1107318541,1941.547939317,1898815.22910175,1849870.75313325,36360.2851802856,0,16214.4962985715,84604.2393687123,2344852.89734686,27668.6586968319,0,3580.69156262654,191552.516037039,0,0,9477348.60962437,2232294.38025502,9477348.6,80.9
"221","Kenya","Nandi","Emgwen",1159985.48775011,36034.9930491689,280235.511276598,0,156.042628299261,12054.961268399,0,0,0,6598.88858923859,0,613148.164720375,290548.457605762,106030.382312046,4511.44278332335,0,17.9148192553201,1364.73220700922,194203.837488299,0,0,321870.136424056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285663.99944061,1383.39504261672,148396.373280939,0,0,57282.0848970619,0,0,0,9377.20008689761,0,798767.873059508,0,0,0,0,0,0,0,0,0,469509.030510956,0,770595.276490636,1146.38682775779,107359.804307045,0,0,496381.072000304,22084.7424272951,553.140345952738,0,4245.09840095402,0,386077.164080312,2094.87655101299,0,0,0,34.8324257385753,0,6368.65768967683,0,0,78345.8782110131,0,8672427.8,4216244.76368136,38564.7749195434,535991.688864582,0,156.042628299261,565718.118165765,22084.7424272951,553.140345952738,0,20221.1870770902,0,1797993.20186019,292643.334156775,106030.382312046,4511.44278332335,0,52.7472449938953,1364.73220700922,200572.495177976,0,0,869725.045146025,0,3026760.95292194,0,3770379.95631859,1875286.9297577,6797140.9,78.4
"112","Kenya","Kisumu","Kisumu West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545012.90598333,240538.232827371,338982.471535547,0,0,0,0,0,0,3997.9892253648,0,5515.23037475688,467801.739932516,1033168.30524837,36035.0926386777,0,1554.98581233401,74247.0731957137,669411.635797187,17216.4124421013,0,0,0,545481.948771339,138522.738243408,0,0,0,0,0,0,0,2230.62096075507,0,5935.76304973073,0,398820.724274054,21895.6596183993,0,915.161668950658,38563.0390690746,65685.2696632686,10454.2032404564,0,0,0,5661987.2,2090494.85475466,379060.971070779,338982.471535547,0,0,0,0,0,0,6228.61018611987,0,11450.9934244876,467801.739932516,1431989.02952243,57930.752257077,0,2470.14748128466,112810.112264788,735096.905460456,27670.6156825577,0,0,0,0,0,4433482.07501327,1228505.12855944,4433482.1,78.3
"184","Kenya","Murang'a","Gatanga",475525.731015533,1198.60903536806,828852.801908428,0,0,0,0,94327.4223255481,0,0,0,10629120.1569489,0,0,0,0,0,0,0,0,0,1142501.33924525,0,439057.809840783,1096.40970613451,386824.38663653,0,43.2893928727222,0,0,164011.522078887,0,0,0,2828306.07237236,0,0,0,0,0,0,0,0,0,233519.250448628,0,2632873.24933657,18191.0518015538,1413823.7807886,0,510.196409006281,0,0,622749.68369404,0,1521.3973065179,0,6452135.84258226,4295071.14403395,172539.209589254,55157.3397930884,182554.727943661,1663.46355338317,0,0,22601.6756048831,0,148009.323794572,0,1099846.11158206,17445.9265119556,657589.412021835,0,27.828896240962,0,0,116282.660104674,0,2479.91609339532,0,728243.166109318,1119770.13061933,131861.576620464,45397.3788940939,189766.229468283,407.07530607431,0,0,1160.56970824102,0,5599.50048531704,0,37359664.4,4647302.90177495,37931.997055012,3287090.3813554,0,581.314698119965,0,0,997371.288203149,0,4001.31339991323,0,20637805.2380128,5414841.27465327,304400.786209718,100554.718687182,372320.957411944,2070.53885945748,0,0,23762.2453131241,0,1529629.41397377,0,13171526.060479,4052858.74047619,16019402.0862313,4115877.48242128,29190928.1,78.1
"223","Kenya","Nandi","Nandi Hills",1049887.76605678,1044.00874233549,102019.491094879,0,0,309905.956237285,8193.8976567625,0,0,2274.85110234488,0,416368.825258159,6502.54995158367,0,0,0,52.2486401526355,0,0,0,0,414944.191310038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724681.32537823,452.60492156492,51298.0401313079,0,0,21258.1640359001,0,0,0,477.243552331484,0,304980.843981409,8720.39855779128,0,0,0,0,0,0,0,0,256018.375358453,0,673631.215782656,522.247165586918,35349.0118490508,0,0,24015.8930998239,0,0,0,2873.27737999572,0,177497.637904043,0,0,0,0,0,0,0,0,0,156551.225460533,0,4749521.3,2448200.30721767,2018.86082948733,188666.543075238,0,0,355180.013373009,8193.8976567625,0,0,5625.37203467208,0,898847.307143611,15222.9485093749,0,0,0,52.2486401526355,0,0,0,0,827513.792129024,0,2311193.78605032,0,1367886.99591699,1070440.50864169,3679080.8,77.5
"9","Kenya","Bomet","Bomet East",478401.898958037,2358.94050837539,193916.195414739,0,0,211862.471525006,40977.2212506874,2403.57754701661,0,4221.44794812969,0,1168488.33801209,62948.1080478918,0,0,0,752.500929310387,169.149483662523,0,0,0,95999.2395942895,61674.6753255069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678822.473953321,4176.37444657276,237895.139496819,0,0,319621.042103791,32143.0745920122,2958.61514007098,0,6690.36341882605,0,1737734.81461163,77773.7309138842,0,0,0,929.711007803821,209.978683760034,0,0,0,80687.4790973526,75703.5712408706,839725.389447263,5116.12562613356,172807.466688285,0,0,716.501769392936,0,1803.52320812072,0,7989.87189545023,0,419176.43181324,122308.436336584,0,0,0,1560.64749378283,291.63704918921,0,0,0,56953.3317360977,57038.7837291076,7265008.3,1996949.76235862,11651.4405810817,604618.801599843,0,0,532200.01539819,73120.2958426996,7165.71589520831,0,18901.683262406,0,3325399.58443696,263030.27529836,0,0,0,3242.85943089704,670.765216611767,0,0,0,233640.05042774,194417.030295485,2324173.76454474,0,3255346.36870671,1685488.14679265,5579520.1,76.8
"117","Kenya","Kitui","Kitui Central",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931276.683830701,96660.7207769539,1068755.39085323,0,0,0,0,0,0,32269.8758458161,0,62091.1709488728,9319.04535023165,56889.4604685523,394264.207488913,452140.832802796,0,0,0,11197.1761858851,0,0,4227.65979634342,292392.598319866,41728.8790090741,277739.640291968,0,0,0,0,0,0,31932.3176950266,0,10644.6188191445,3893.32464240918,22869.5825534734,141657.994513918,120020.543731758,0,0,0,3933.0924156074,0,0,1237.39751181036,4067142.2,1223669.28215057,138389.599786028,1346495.0311452,0,0,0,0,0,0,64202.1935408427,0,72735.7897680173,13212.3699926408,79759.0430220257,535922.202002831,572161.376534554,0,0,0,15130.2686014925,0,0,5465.05730815379,0,0,3119092.22434829,948049.989504055,3119092.2,76.7
"87","Kenya","Kiambu","Limuru",693214.857533629,0,493771.186649828,0,0,0,0,86002.7429346422,0,0,0,6463762.09436196,89985.2818299293,8140.65105385237,0,0,0,0,0,0,0,345596.117296219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552628.32365927,180.076329324395,840924.336071745,0,18.5525965340607,3745.50477399935,1534.20614738215,226883.443347411,0,574.879066488315,0,9270796.30684946,167172.868312741,15291.6162101723,0,0,0,125.987208517728,0,0,0,438320.373143725,359.959690187759,730444.876053684,146.403523496458,444481.787370761,0,0,3045.12587777923,1247.32212422764,34297.4333422424,0,467.381386845248,0,4959751.36286046,79632.9617361401,7056.3148002687,0,0,0,102.428628768249,0,0,0,235979.091523232,292.650132093255,27195974.5,2976288.05724658,326.479852820853,1779177.31009233,0,18.5525965340607,6790.63065177859,2781.52827160979,347183.619624296,0,1042.26045333356,0,20694309.7640719,336791.111878811,30488.5820642934,0,0,0,228.415837285977,0,0,0,1019895.58196318,652.609822281014,8180472.93166006,0,12518556.433407,6496945.13936,20699029.4,76.1
"18","Kenya","Bungoma","Lugari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921055.94954436,152714.06487255,1430587.32619309,0,1198.22419285745,0,0,0,0,5827.11976613643,0,1737948.51013178,1310788.0884987,504125.994803211,23983.9625045566,0,9005.21957419458,2411.48778419048,1587056.17860093,0,0,0,590296.832301843,816108.847964847,58465.8692947236,482538.144556425,0,183.779007558306,164903.1885899,11973.1623627396,67.7502181837161,0,992.8956792184,0,839450.628661326,159959.322174661,0,2775.48597610598,0,1347.14110630188,0,409641.336308848,0,0,0,1164.51609291191,12226571,2737164.7975092,211179.934167273,1913125.47074951,0,1382.00320041575,164903.1885899,11973.1623627396,67.7502181837161,0,6820.01544535483,0,2577399.13879311,1470747.41067336,504125.994803211,26759.4484806625,0,10352.3606804965,2411.48778419048,1996697.51490978,0,0,0,591461.348394755,0,0,9276998.95876841,2949572.06799375,9276999,75.9
"258","Kenya","Taita Taveta","Wundanyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425206.579203753,119364.732636599,118089.43477309,0,62513.5104544522,0,0,0,0,408.734581836732,0,0,63555.9718895473,126124.317178463,37111.6822957342,6984.50321111328,0,0,0,0,0,0,0,176278.258986774,37320.8824462971,28576.1229369675,0,15662.2229167893,0,0,0,0,186.676648134416,0,0,23913.5671221524,54148.5896716118,9750.26700551343,1508.54138764204,0,0,0,0,0,0,0,1306704.6,601484.838190527,156685.615082896,146665.557710057,0,78175.7333712416,0,0,0,0,595.411229971148,0,0,87469.5390116997,180272.906850075,46861.9493012476,8493.04459875532,0,0,0,0,0,0,0,0,0,959359.466224588,347345.129121882,959359.5,73.4
